Sample	espK	espN	espV	Serotype
GCA_030908725.1_ASM3090872v1	1	1	1	O157:H7
GCA_030908745.1_ASM3090874v1	1	1	1	O157:H7
GCA_030939765.2_ASM3093976v2	1	1	1	O157:H7
GCA_031588095.2_ASM3158809v2	1	1	1	O157:H7
GCA_031588155.2_ASM3158815v2	1	1	1	O157:H7
GCA_031675355.2_ASM3167535v2	1	1	1	O157:H7
GCA_031675475.2_ASM3167547v2	1	1	1	O157:H7
GCA_033970745.1_ASM3397074v1	1	1	1	O157:H7
GCA_033970845.1_ASM3397084v1	1	1	1	O157:H7
GCA_033971045.1_ASM3397104v1	1	1	1	O157:H7
GCA_036419615.1_ASM3641961v1	1	1	1	O157:H7
GCA_036702575.1_ASM3670257v1	0	0	1	O101/O162:H33
GCA_036703555.1_ASM3670355v1	0	0	1	O101/O162:H33
GCA_036923325.1_STEC27	0	0	1	O157:H7
GCA_036923335.1_STEC26	1	1	1	O157:H7
GCA_036923505.1_STEC28	1	1	1	O157:H7
GCA_037539565.1_ASM3753956v1	0	1	1	O103:H2
GCA_037541525.1_ASM3754152v1	1	1	1	O157:H7
GCA_039909515.1_ASM3990951v1	1	1	0	O45:H2
GCA_039910405.1_ASM3991040v1	1	1	0	O45:H2
GCA_039910905.1_ASM3991090v1	1	1	0	O45:H2
GCA_039911255.1_ASM3991125v1	1	1	0	O45:H2
GCA_039911505.1_ASM3991150v1	1	1	0	O45:H2
GCA_039912505.1_ASM3991250v1	1	1	0	O45:H2
GCA_039912655.1_ASM3991265v1	1	0	1	O45:H2
GCA_039912945.1_ASM3991294v1	1	1	0	O45:H2
GCA_040571355.1_ASM4057135v1	1	1	0	O118/O151:H16
GCA_040571365.1_ASM4057136v1	1	1	0	O118/O151:H16
GCA_041879465.1_ASM4187946v1	1	1	1	O157:H7
GCA_041879475.1_ASM4187947v1	0	1	1	O103:H2
GCA_041879485.1_ASM4187948v1	1	1	1	O26:H11
GCA_041879495.1_ASM4187949v1	0	1	1	O103:H2
GCA_041879505.1_ASM4187950v1	1	1	0	O26:H11
GCA_041880225.1_ASM4188022v1	0	1	1	O103:H2
GCA_041880775.1_ASM4188077v1	1	1	1	O157:H7
GCA_041881345.1_ASM4188134v1	1	1	1	O111:H8
GCA_041881935.1_ASM4188193v1	0	1	1	O103:H2
GCA_041882485.1_ASM4188248v1	1	1	1	O111:H8
GCA_041883075.1_ASM4188307v1	0	1	1	O103:H2
GCA_041883745.1_ASM4188374v1	1	1	1	O111:H8
GCA_041884315.1_ASM4188431v1	1	1	1	O111:H8
GCA_041884965.1_ASM4188496v1	1	1	0	O26:H11
GCA_041885595.1_ASM4188559v1	1	0	0	O26:H11
GCA_045347625.1_ASM4534762v1	1	1	1	O157:H7
GCA_046272025.1_ASM4627202v1	1	1	1	O121:H19
GCA_046272065.1_ASM4627206v1	0	0	1	O157:H7
GCA_048296705.1_ASM4829670v1	1	1	1	O157:H7
GCA_048568925.1_ASM4856892v1	1	1	0	O26:H11
GCA_048568945.1_ASM4856894v1	1	1	1	O26:H11
GCA_048568955.1_ASM4856895v1	1	1	1	O26:H11
GCA_048568965.1_ASM4856896v1	1	1	1	O26:H11
GCA_048568985.1_ASM4856898v1	1	0	1	O26:H11
GCA_048568995.1_ASM4856899v1	1	1	0	O26:H11
GCA_048569005.1_ASM4856900v1	1	1	1	O26:H11
GCA_048569015.1_ASM4856901v1	1	1	1	O26:H11
GCA_048569025.1_ASM4856902v1	1	0	0	O26:H11
GCA_048569045.1_ASM4856904v1	1	0	0	O26:H11
GCA_048569055.1_ASM4856905v1	1	1	1	O26:H11
GCA_048569065.1_ASM4856906v1	1	0	0	O26:H11
GCA_048569075.1_ASM4856907v1	1	0	0	O26:H11
GCA_048571295.1_ASM4857129v1	1	1	1	O26:H11
GCA_048571305.1_ASM4857130v1	1	1	1	O26:H11
GCA_048571315.1_ASM4857131v1	1	1	1	O26:H11
GCA_048571325.1_ASM4857132v1	1	0	0	O26:H11
GCA_048571335.1_ASM4857133v1	1	0	0	O26:H11
GCA_048571345.1_ASM4857134v1	1	0	0	O26:H11
GCA_048571355.1_ASM4857135v1	1	0	0	O26:H11
GCA_048571365.1_ASM4857136v1	1	0	0	O26:H11
GCA_048571375.1_ASM4857137v1	1	0	0	O26:H11
GCA_048571385.1_ASM4857138v1	1	0	0	O26:H11
GCA_048571395.1_ASM4857139v1	1	0	0	O26:H11
GCA_048571405.1_ASM4857140v1	1	0	0	O26:H11
GCA_048571415.1_ASM4857141v1	1	1	1	O26:H11
GCA_048571425.1_ASM4857142v1	1	1	1	O26:H11
GCA_048571435.1_ASM4857143v1	1	0	0	O26:H11
GCA_048571445.1_ASM4857144v1	1	0	0	O26:H11
GCA_048571455.1_ASM4857145v1	1	1	1	O26:H11
GCA_048571465.1_ASM4857146v1	1	0	0	O26:H11
GCA_048571475.1_ASM4857147v1	1	1	1	O26:H11
GCA_048571485.1_ASM4857148v1	1	0	0	O26:H11
GCA_048571515.1_ASM4857151v1	1	1	1	O26:H11
GCA_048571525.1_ASM4857152v1	1	1	1	O26:H11
GCA_048571535.1_ASM4857153v1	1	0	0	O26:H11
GCA_048571545.1_ASM4857154v1	1	0	0	O26:H11
GCA_048571555.1_ASM4857155v1	1	0	0	O26:H11
GCA_048571565.1_ASM4857156v1	1	1	1	O26:H11
GCA_048571575.1_ASM4857157v1	1	1	1	O26:H11
GCA_048571585.1_ASM4857158v1	1	0	0	O26:H11
GCA_048571595.1_ASM4857159v1	1	1	0	O26:H11
GCA_048571605.1_ASM4857160v1	1	1	1	O26:H11
GCA_048571615.1_ASM4857161v1	0	1	1	O26:H11
GCA_048571625.1_ASM4857162v1	1	1	1	O26:H11
GCA_048571635.1_ASM4857163v1	0	1	0	O26:H11
GCA_048571645.1_ASM4857164v1	1	1	1	O26:H11
GCA_048571655.1_ASM4857165v1	1	1	1	O26:H11
GCA_048571665.1_ASM4857166v1	1	1	0	O26:H11
GCA_048571685.1_ASM4857168v1	1	0	1	O26:H11
GCA_048571775.1_ASM4857177v1	1	1	1	O26:H11
GCA_048571785.1_ASM4857178v1	1	1	1	O26:H11
GCA_048571795.1_ASM4857179v1	1	1	1	O26:H11
GCA_048571805.1_ASM4857180v1	1	0	0	O26:H11
GCA_048571815.1_ASM4857181v1	1	1	1	O26:H11
GCA_048571825.1_ASM4857182v1	1	1	1	O26:H11
GCA_048571835.1_ASM4857183v1	1	1	1	O26:H11
GCA_048653685.2_ASM4865368v2	1	1	1	O157:H7
GCA_049264865.1_ASM4926486v1	1	0	1	O26:H11
GCA_049265285.1_ASM4926528v1	1	1	1	O26:H11
GCA_049265295.1_ASM4926529v1	1	0	0	O26:H11
GCA_049265845.1_ASM4926584v1	1	1	0	O26:H11
GCA_049266435.1_ASM4926643v1	1	0	1	O26:H11
GCA_049267075.1_ASM4926707v1	1	0	0	O26:H11
GCA_049489415.1_ASM4948941v1	1	1	1	O111:H8
GCA_049489465.1_ASM4948946v1	1	1	1	O111:H8
GCA_049569225.1_ASM4956922v1	1	1	1	O111:H8
GCA_049569755.1_ASM4956975v1	1	1	1	O111:H8
GCA_049569765.1_ASM4956976v1	1	1	1	O111:H8
GCA_049570195.1_ASM4957019v1	1	1	1	O111:H8
GCA_049570215.1_ASM4957021v1	1	1	1	O111:H8
GCA_049570315.1_ASM4957031v1	1	1	1	O111:H8
GCA_049570325.1_ASM4957032v1	1	1	0	O111:H11
GCA_049570395.1_ASM4957039v1	1	1	1	O111:H8
GCA_049570405.1_ASM4957040v1	1	1	1	O111:H8
GCA_050703585.1_ASM5070358v1	1	1	1	O111:H8
GCA_050703595.1_ASM5070359v1	1	1	1	O111:H8
GCA_050703605.1_ASM5070360v1	1	1	1	O111:H8
GCA_050703615.1_ASM5070361v1	1	1	1	O111:H8
GCA_050703625.1_ASM5070362v1	1	1	1	O111:H8
GCA_050703635.1_ASM5070363v1	1	1	1	O111:H8
GCA_050703645.1_ASM5070364v1	1	1	1	O111:H8
GCA_050703695.1_ASM5070369v1	1	1	1	O111:H8
GCA_050703705.1_ASM5070370v1	1	1	1	O111:H8
GCA_050703855.1_ASM5070385v1	1	1	1	O111:H8
GCA_050703865.1_ASM5070386v1	1	1	0	O111:H11
GCA_050704235.1_ASM5070423v1	1	1	1	O111:H8
GCA_050704245.1_ASM5070424v1	1	1	1	O111:H8
GCA_050704915.1_ASM5070491v1	1	1	1	O111:H8
GCA_050704925.1_ASM5070492v1	1	1	1	O111:H8
GCA_050705825.1_ASM5070582v1	1	1	1	O111:H8
GCA_050870965.1_ASM5087096v1	1	1	1	O157:H7
GCA_050870975.1_ASM5087097v1	1	1	1	O157:H7
GCA_050920445.1_ASM5092044v1	0	0	1	O76:H7
GCA_050920455.1_ASM5092045v1	0	0	1	O156:H25
GCA_050920465.1_ASM5092046v1	0	0	1	O103:H2
GCA_052884195.1_ASM5288419v1	1	1	1	O157:H7
GCA_052884205.1_ASM5288420v1	1	1	1	O157:H7
GCA_052884615.1_ASM5288461v1	1	1	1	O157:H7
GCA_963575795.1_GENOMIC21	1	1	0	O26:H11
GCF_000008865.2_ASM886v2	1	1	1	O157:H7
GCF_000010745.1_ASM1074v1	1	1	1	O103:H2
GCF_000010765.1_ASM1076v1	1	1	1	O111:H8
GCF_000021125.1_ASM2112v1	1	1	1	O157:H7
GCF_000022225.1_ASM2222v1	1	1	1	O157:H7
GCF_000091005.1_ASM9100v1	1	1	1	O26:H11
GCF_000262125.1_ASM26212v1	1	1	1	O157:H7
GCF_000520035.1_ASM52003v1	1	1	1	O145:-
GCF_000520055.1_ASM52005v1	1	1	1	O145:-
GCF_000662395.1_ASM66239v1	1	1	1	O145:-
GCF_000671295.1_ASM67129v1	1	1	1	O145:-
GCF_000730345.1_ASM73034v1	1	1	1	O157:H7
GCF_000732965.1_ASM73296v1	1	1	1	O157:H7
GCF_000803705.1_ASM80370v1	1	1	1	O157:H7
GCF_000978815.2_ASM97881v2	1	1	1	-:H7
GCF_000978845.2_ASM97884v2	1	1	1	O157:H7
GCF_001307215.1_ASM130721v1	0	0	1	O157:H7
GCF_001420935.1_ASM142093v1	1	1	1	O165:H25
GCF_001558995.2_ASM155899v2	1	1	1	O157:H7
GCF_001612475.1_ASM161247v1	1	1	1	O157:H7
GCF_001612495.1_ASM161249v1	1	1	1	O157:H7
GCF_001645235.2_ASM164523v2	0	1	1	O153:H2
GCF_001650275.1_ASM165027v1	1	1	1	O157:H7
GCF_001650295.1_ASM165029v1	1	1	1	O157:H7
GCF_001651925.2_ASM165192v2	1	1	1	O157:H7
GCF_001651945.2_ASM165194v2	1	1	1	O157:H7
GCF_001651965.2_ASM165196v2	1	1	1	O157:H7
GCF_001695515.1_ASM169551v1	1	1	1	O157:H7
GCF_001721125.1_ASM172112v1	1	1	1	O26:H11
GCF_001721205.1_ASM172120v1	0	1	1	O145:H25
GCF_001721225.1_ASM172122v1	0	1	1	O145:H25
GCF_001753445.1_ASM175344v1	1	1	1	O157:H7
GCF_001753465.1_ASM175346v1	1	1	1	O157:H7
GCF_001753485.1_ASM175348v1	1	1	1	O157:H7
GCF_001753505.1_ASM175350v1	1	1	1	O157:H7
GCF_001753525.1_ASM175352v1	1	1	1	O157:H7
GCF_001753545.1_ASM175354v1	1	1	1	O157:H7
GCF_001753565.1_ASM175356v1	1	1	1	O157:H7
GCF_001806265.1_ASM180626v1	1	1	1	O157:H7
GCF_001806285.1_ASM180628v1	1	1	1	O157:H7
GCF_001865295.1_ASM186529v1	1	1	1	O157:H7
GCF_001890205.1_ASM189020v1	1	1	1	O157:H7
GCF_001890225.1_ASM189022v1	1	1	1	O157:H7
GCF_001890245.1_ASM189024v1	1	1	1	O157:H7
GCF_001890265.1_ASM189026v1	1	1	1	O157:H7
GCF_001890285.2_ASM189028v2	1	1	1	O157:H7
GCF_001890305.1_ASM189030v1	1	1	1	O157:H7
GCF_001890325.1_ASM189032v1	1	1	1	O157:H7
GCF_001890345.1_ASM189034v1	1	1	1	O157:H7
GCF_002055605.1_ASM205560v1	0	0	1	O182:H25
GCF_002057245.1_ASM205724v1	0	1	1	O156:H25
GCF_002156825.1_ASM215682v1	1	1	1	O111:H8
GCF_002156845.1_ASM215684v1	1	1	1	O111:H8
GCF_002208865.2_ASM220886v2	1	1	1	O157:H7
GCF_002215155.1_ASM221515v1	0	1	1	O103:H2
GCF_002220265.1_ASM222026v1	1	1	1	O157:H7
GCF_002249955.1_ASM224995v1	1	1	1	O157:H7
GCF_002844165.1_ASM284416v1	1	1	1	O121:H19
GCF_002863665.1_ASM286366v1	1	1	1	O177:H25
GCF_002863685.1_ASM286368v1	1	1	1	O177:H25
GCF_002863885.1_ASM286388v1	1	0	0	O177:H25
GCF_003017375.1_ASM301737v1	0	1	1	O103:H2
GCF_003017455.1_ASM301745v1	1	1	1	O111:H8
GCF_003017555.1_ASM301755v1	1	1	1	O111:H8
GCF_003017805.1_ASM301780v1	1	1	1	O165:H25
GCF_003017915.1_ASM301791v1	1	1	1	O71:H11
GCF_003017955.1_ASM301795v1	1	1	1	O111:H8
GCF_003017975.1_ASM301797v1	1	1	1	O111:H8
GCF_003018035.1_ASM301803v1	1	1	1	O26:H11
GCF_003018055.1_ASM301805v1	1	1	1	O69:H11
GCF_003018075.1_ASM301807v1	1	1	1	O172:H25
GCF_003018135.1_ASM301813v1	1	1	0	O118/O151:H16
GCF_003018155.1_ASM301815v1	0	0	1	O156:H25
GCF_003018315.1_ASM301831v1	1	1	1	O123/O186:H11
GCF_003018375.1_ASM301837v1	0	1	0	O5:H9
GCF_003018395.1_ASM301839v1	0	0	1	O177:H25
GCF_003018435.1_ASM301843v1	1	1	1	O172:H25
GCF_003018455.1_ASM301845v1	1	1	1	O26:H11
GCF_003018495.1_ASM301849v1	1	1	1	O107/O117:H8
GCF_003018535.1_ASM301853v1	1	1	1	O111:H8
GCF_003018555.1_ASM301855v1	1	1	0	O103:H11
GCF_003018575.1_ASM301857v1	1	1	0	O118/O151:H16
GCF_003018635.1_ASM301863v1	0	1	0	O5:H9
GCF_003018695.1_ASM301869v1	1	1	1	O121:H19
GCF_003018715.1_ASM301871v1	1	0	0	O26:H11
GCF_003018775.1_ASM301877v1	1	1	1	O121:H19
GCF_003018795.1_ASM301879v1	1	1	1	O26:H11
GCF_003018815.1_ASM301881v1	1	0	0	O80:H2
GCF_003018835.2_ASM301883v2	1	1	1	O26:H11
GCF_003018875.1_ASM301887v1	1	1	1	O111:H8
GCF_003018895.1_ASM301889v1	1	1	1	O26:H11
GCF_003018915.1_ASM301891v1	1	1	0	O45:H2
GCF_003018935.1_ASM301893v1	1	1	1	O121:H19
GCF_003018995.1_ASM301899v1	1	1	1	O145:-
GCF_003019015.1_ASM301901v1	1	1	1	O165:H25
GCF_003019055.1_ASM301905v1	1	1	1	O121:H19
GCF_003019075.1_ASM301907v1	1	1	1	O172:H25
GCF_003019155.1_ASM301915v1	0	1	1	O103:H25
GCF_003019175.1_ASM301917v1	1	1	1	O71:H11
GCF_003019215.1_ASM301921v1	1	1	1	O107/O117:H8
GCF_003019235.1_ASM301923v1	1	1	1	O145:-
GCF_003112145.1_ASM311214v1	1	1	1	O121:H19
GCF_003112165.1_ASM311216v1	1	1	0	O103:H11
GCF_003112185.1_ASM311218v1	1	1	1	O26:H11
GCF_003112225.1_ASM311222v1	1	1	1	O26:H11
GCF_003112245.1_ASM311224v1	1	1	1	O111:H8
GCF_003203755.1_ASM320375v1	1	1	1	O111:H8
GCF_003288275.1_ASM328827v1	1	1	1	O111:H8
GCF_003288295.1_ASM328829v1	1	1	1	O111:H8
GCF_003308955.1_ASM330895v1	0	0	1	O157:H7
GCF_003586065.1_EcRM9872	1	1	1	O145:-
GCF_003722195.1_ASM372219v1	1	1	1	O157:H7
GCF_003966425.1_ASM396642v1	1	1	1	O111:H8
GCF_003966445.1_ASM396644v1	1	1	1	O111:H8
GCF_003966465.1_ASM396646v1	1	1	1	O26:H11
GCF_003966795.1_ASM396679v1	1	1	1	O157:H7
GCF_004010575.1_ASM401057v1	1	1	1	O157:H7
GCF_004010595.1_ASM401059v1	1	1	1	O157:H7
GCF_004010615.1_ASM401061v1	1	1	1	O157:H7
GCF_004010635.1_ASM401063v1	1	1	1	O157:H7
GCF_004010655.1_ASM401065v1	1	1	1	O157:H7
GCF_004010675.1_ASM401067v1	1	1	1	O157:H7
GCF_004010695.1_ASM401069v1	1	1	1	O157:H7
GCF_004010715.1_ASM401071v1	1	1	1	O157:H7
GCF_004263675.1_ASM426367v3	1	1	1	O157:H7
GCF_004358365.1_ASM435836v1	1	1	1	O26:H11
GCF_004358385.1_ASM435838v1	1	0	0	O26:H11
GCF_004358405.1_ASM435840v1	1	1	0	O26:H11
GCF_005037715.1_ASM503771v2	1	1	1	O121:H19
GCF_005037725.1_ASM503772v2	1	1	0	O26:H11
GCF_005037735.1_ASM503773v2	1	1	1	O157:H7
GCF_005037795.1_ASM503779v2	0	1	1	O103:H2
GCF_005037805.1_ASM503780v2	1	1	1	O111:H8
GCF_005037815.1_ASM503781v2	1	1	1	O145:-
GCF_005037845.1_ASM503784v2	1	1	0	O45:H2
GCF_005221505.1_ASM522150v1	1	1	1	O157:H7
GCF_005221525.1_ASM522152v1	1	1	1	O157:H7
GCF_005221545.1_ASM522154v1	1	1	1	O157:H7
GCF_005221565.1_ASM522156v1	1	1	1	O157:H7
GCF_005221585.1_ASM522158v1	1	1	1	O157:H7
GCF_005221605.1_ASM522160v1	1	1	1	O157:H7
GCF_005221625.1_ASM522162v1	1	1	1	O157:H7
GCF_005221645.1_ASM522164v1	1	1	1	O157:H7
GCF_005221665.1_ASM522166v1	1	1	1	O157:H7
GCF_005221685.1_ASM522168v1	1	1	1	O157:H7
GCF_005221705.1_ASM522170v1	1	1	1	O157:H7
GCF_005221725.1_ASM522172v1	1	1	1	O157:H7
GCF_005221745.1_ASM522174v1	1	1	1	O157:H7
GCF_005221765.1_ASM522176v1	1	1	1	O157:H7
GCF_005221785.1_ASM522178v1	1	1	1	O157:H7
GCF_005221805.1_ASM522180v1	1	1	1	O157:H7
GCF_005221825.1_ASM522182v1	1	1	1	O157:H7
GCF_005221865.1_ASM522186v1	1	1	1	O157:H7
GCF_005221885.1_ASM522188v1	1	1	1	O157:H7
GCF_005221905.1_ASM522190v1	1	1	1	O157:H7
GCF_005221925.1_ASM522192v1	1	1	1	O157:H7
GCF_005221945.1_ASM522194v1	1	1	1	O157:H7
GCF_005221965.1_ASM522196v1	1	1	1	O157:H7
GCF_005221985.1_ASM522198v1	1	1	1	O157:H7
GCF_005222005.1_ASM522200v1	1	1	1	O157:H7
GCF_005222025.1_ASM522202v1	1	1	1	O157:H7
GCF_005222045.1_ASM522204v1	1	1	1	O157:H7
GCF_005222065.1_ASM522206v1	1	1	1	O157:H7
GCF_005222265.1_ASM522226v1	1	1	1	O157:H7
GCF_005222285.1_ASM522228v1	1	1	1	O157:H7
GCF_005222305.1_ASM522230v1	1	1	1	O157:H7
GCF_005222325.1_ASM522232v1	1	1	1	O157:H7
GCF_005222345.1_ASM522234v1	1	1	1	O157:H7
GCF_005222365.1_ASM522236v1	1	1	1	O157:H7
GCF_005222385.1_ASM522238v1	1	1	1	O157:H7
GCF_005222405.1_ASM522240v1	1	1	1	O157:H7
GCF_005222425.1_ASM522242v1	1	1	1	O157:H7
GCF_005222445.1_ASM522244v1	1	1	1	O157:H7
GCF_005885915.1_ASM588591v1	1	1	1	O157:H7
GCF_005885955.1_ASM588595v1	1	1	1	O157:H7
GCF_006874785.1_ASM687478v1	1	1	1	O157:H7
GCF_007990655.1_ASM799065v1	1	1	1	O111:H8
GCF_008462425.1_ASM846242v1	1	1	1	O157:H7
GCF_008634095.2_ASM863409v2	1	1	1	O145:-
GCF_008635785.2_ASM863578v2	1	1	1	O145:-
GCF_008727135.1_ASM872713v1	1	1	1	O157:H7
GCF_008727155.1_ASM872715v1	1	1	1	O157:H7
GCF_008727175.1_ASM872717v1	1	1	1	O157:H7
GCF_008727195.1_ASM872719v1	1	1	1	O157:H7
GCF_008761535.2_ASM876153v3	1	1	0	O45:H2
GCF_008925965.1_ASM892596v1	1	1	1	O157:H7
GCF_008926085.1_ASM892608v1	0	0	1	O157:H7
GCF_008926125.1_ASM892612v1	1	1	1	O157:H7
GCF_008926145.1_ASM892614v1	1	1	1	O157:H7
GCF_008926165.1_ASM892616v1	1	1	1	O157:H7
GCF_008926185.1_ASM892618v1	1	1	1	O157:H7
GCF_008926305.1_ASM892630v1	1	1	1	O157:H7
GCF_008931135.1_ASM893113v1	1	1	1	O157:H7
GCF_008931185.1_ASM893118v1	0	0	1	O157:H7
GCF_009431955.1_ASM943195v1	1	1	1	O157:H7
GCF_009650035.1_ASM965003v1	1	0	0	O26:H11
GCF_009650175.1_ASM965017v1	0	0	1	O157:H7
GCF_009664305.1_ASM966430v1	1	1	1	O157:H7
GCF_009664455.1_ASM966445v1	1	1	1	O157:H7
GCF_009738455.1_ASM973845v1	1	1	1	O157:H7
GCF_009873355.1_ASM987335v1	1	1	1	O157:H7
GCF_009931235.1_ASM993123v1	1	1	1	O157:H7
GCF_012915625.1_ASM1291562v2	1	1	1	O157:H7
GCF_013167135.1_ASM1316713v1	1	1	1	O157:H7
GCF_013167155.1_ASM1316715v1	1	1	1	O157:H7
GCF_013167175.1_ASM1316717v1	1	1	1	O157:H7
GCF_013167195.1_ASM1316719v1	1	1	1	O157:H7
GCF_013167235.1_ASM1316723v1	1	1	1	O157:H7
GCF_013167275.1_ASM1316727v1	1	1	1	O157:H7
GCF_013167295.1_ASM1316729v1	1	1	1	O157:H7
GCF_013167315.1_ASM1316731v1	1	1	1	O157:H7
GCF_013167335.1_ASM1316733v1	1	1	1	O157:H7
GCF_013167355.1_ASM1316735v1	1	1	1	O157:H7
GCF_013167375.1_ASM1316737v1	1	1	1	O157:H7
GCF_013167395.1_ASM1316739v1	1	1	1	O157:H7
GCF_013167415.1_ASM1316741v1	1	1	1	O157:H7
GCF_013167435.1_ASM1316743v1	1	1	1	O157:H7
GCF_013167455.1_ASM1316745v1	1	1	1	O157:H7
GCF_013167475.1_ASM1316747v1	1	1	1	O157:H7
GCF_013167515.1_ASM1316751v1	1	1	1	O157:H7
GCF_013167535.1_ASM1316753v1	1	1	1	O157:H7
GCF_013167555.1_ASM1316755v1	1	1	1	O157:H7
GCF_013167575.1_ASM1316757v1	1	1	1	O157:H7
GCF_013167595.1_ASM1316759v1	1	1	1	O157:H7
GCF_013167615.1_ASM1316761v1	1	1	1	O157:H7
GCF_013167635.1_ASM1316763v1	1	1	1	O157:H7
GCF_013167655.1_ASM1316765v1	1	1	1	O157:H7
GCF_013167675.1_ASM1316767v1	1	1	1	O157:H7
GCF_013167695.1_ASM1316769v1	1	1	1	O157:H7
GCF_013167715.1_ASM1316771v1	1	1	1	O157:H7
GCF_013167735.1_ASM1316773v1	1	1	1	O157:H7
GCF_013167755.1_ASM1316775v1	1	1	1	O157:H7
GCF_013167775.1_ASM1316777v1	1	1	1	O157:H7
GCF_013167795.1_ASM1316779v1	1	1	1	O157:H7
GCF_013167815.1_ASM1316781v1	1	1	1	O157:H7
GCF_013167875.1_ASM1316787v1	1	1	1	O157:H7
GCF_013168035.1_ASM1316803v1	1	1	1	O157:H7
GCF_013168055.1_ASM1316805v1	1	1	1	O157:H7
GCF_013168075.1_ASM1316807v1	1	1	1	O157:H7
GCF_013168095.1_ASM1316809v1	1	1	1	O157:H7
GCF_013168115.1_ASM1316811v1	1	1	1	O157:H7
GCF_013168135.1_ASM1316813v1	1	1	1	O157:H7
GCF_013168155.1_ASM1316815v1	1	1	1	O157:H7
GCF_013168175.1_ASM1316817v1	1	1	1	O157:H7
GCF_013168195.1_ASM1316819v1	1	1	1	O157:H7
GCF_013168215.1_ASM1316821v1	1	1	1	O157:H7
GCF_013168235.1_ASM1316823v1	1	1	1	O157:H7
GCF_013168255.1_ASM1316825v1	1	1	1	O157:H7
GCF_013343595.1_ASM1334359v1	1	1	1	O157:H7
GCF_013343615.1_ASM1334361v1	1	1	1	O55:H7
GCF_013343635.1_ASM1334363v1	1	1	1	O157:H7
GCF_013357365.1_ASM1335736v1	0	1	1	O103:H2
GCF_014058445.2_ASM1405844v2	1	1	0	O26:H11
GCF_014607515.1_ASM1460751v1	1	1	1	O145:-
GCF_014607535.1_ASM1460753v1	1	0	1	O145:-
GCF_014607555.1_ASM1460755v1	1	1	1	O145:-
GCF_014607575.1_ASM1460757v1	1	1	1	O145:-
GCF_014622965.1_ASM1462296v1	1	1	1	O145:-
GCF_014622985.1_ASM1462298v1	1	1	1	O145:-
GCF_014623185.1_ASM1462318v1	1	1	1	O145:-
GCF_014623205.1_ASM1462320v1	1	1	1	O145:-
GCF_014623225.1_ASM1462322v1	1	1	1	O145:-
GCF_014623245.1_ASM1462324v1	1	1	1	O145:-
GCF_014623405.1_ASM1462340v1	1	1	1	O145:-
GCF_014623425.1_ASM1462342v1	1	1	1	O145:-
GCF_014825845.1_ASM1482584v1	1	1	1	O157:H7
GCF_015353135.1_ASM1535313v1	1	1	1	O157:H7
GCF_016458885.1_ASM1645888v1	1	1	1	O157:H7
GCF_016458905.1_ASM1645890v1	1	1	1	O157:H7
GCF_016458925.1_ASM1645892v1	1	1	1	O157:H7
GCF_016458945.1_ASM1645894v1	1	1	1	O157:H7
GCF_017164755.1_ASM1716475v1	1	1	1	O157:H7
GCF_017164775.1_ASM1716477v1	1	1	1	O157:H7
GCF_017164795.1_ASM1716479v1	1	1	1	O157:H7
GCF_017164815.1_ASM1716481v1	1	1	1	O157:H7
GCF_017164835.1_ASM1716483v1	1	1	1	O157:H7
GCF_017164855.1_ASM1716485v1	1	1	1	O157:H7
GCF_017164875.1_ASM1716487v1	1	1	1	O157:H7
GCF_017164895.1_ASM1716489v1	1	1	1	O157:H7
GCF_017164915.1_ASM1716491v1	1	1	1	O157:H7
GCF_017164935.1_ASM1716493v1	1	1	1	O157:H7
GCF_017164955.1_ASM1716495v1	1	1	1	O157:H7
GCF_017164975.1_ASM1716497v1	1	1	1	O157:H7
GCF_017164995.1_ASM1716499v1	1	1	1	O157:H7
GCF_017165015.1_ASM1716501v1	1	1	1	O157:H7
GCF_017165035.1_ASM1716503v1	1	1	1	O157:H7
GCF_017165055.1_ASM1716505v1	1	1	1	O157:H7
GCF_017165075.1_ASM1716507v1	1	1	1	O157:H7
GCF_017165095.1_ASM1716509v1	1	1	1	O157:H7
GCF_017165115.1_ASM1716511v1	1	1	1	O157:H7
GCF_017165135.1_ASM1716513v1	1	1	1	O157:H7
GCF_017165155.1_ASM1716515v1	1	1	1	O157:H7
GCF_017165215.1_ASM1716521v1	1	1	1	O157:H7
GCF_017165235.1_ASM1716523v1	1	1	1	O157:H7
GCF_017165255.1_ASM1716525v1	1	1	1	O157:H7
GCF_017165275.1_ASM1716527v1	1	1	1	O157:H7
GCF_017165295.1_ASM1716529v1	1	1	1	O157:H7
GCF_017165315.1_ASM1716531v1	1	1	1	O157:H7
GCF_017165335.1_ASM1716533v1	1	1	1	O157:H7
GCF_017165355.1_ASM1716535v1	1	1	1	O157:H7
GCF_017165375.1_ASM1716537v1	1	1	1	O157:H7
GCF_017165395.1_ASM1716539v1	1	1	1	O157:H7
GCF_017165415.1_ASM1716541v1	1	1	1	O157:H7
GCF_017165435.1_ASM1716543v1	1	1	1	O157:H7
GCF_017165455.1_ASM1716545v1	1	1	1	O157:H7
GCF_017357545.1_ASM1735754v1	1	1	1	O157:H7
GCF_020423145.1_ASM2042314v1	1	1	1	O157:H7
GCF_020423165.1_ASM2042316v1	1	1	1	O157:H7
GCF_020423185.1_ASM2042318v1	1	1	1	O157:H7
GCF_020423205.1_ASM2042320v1	1	1	1	O157:H7
